#Time : 21:08:28 03-11-2026
#File : ../data/cluster_three.csv
#Number_of_genes : 17857
#Program : Standard
#MAX_RUNS : 40000
#Interrupt_runs : 1000
#Num_Patterns : 3
#Distribution : 
#Total_error : 591.305
#Total_running_time : 0d0h45m28.661s
#"patternThree",0.169019 0.204319 0.209519 0.205919
#"",   0.361091 2.14995e-05    0.305753    0.311763
#"",6.72031e-06 2.87957e-06 8.75066e-07 2.32631e-06
row-0,0.000367769,2.84572e-05,0.0687913,0.000522104
row-1,0.00039963,0.00392784,0.05455,0.00184967
row-2,8.59854e-05,0.0461537,0.0700815,0.00315699
row-3,7.35913e-05,0.000102689,0.111011,0.000988603
row-4,0.000291084,0.0620659,0.0614221,0.00395081
row-5,1.27652e-05,0.0233129,0.185661,0.000562799
row-6,0.000650673,0.00980063,0.137918,0.00336583
row-7,0.242025,0.000384645,0.195368,0.26247
row-8,7.08906e-05,0.0475975,0.11011,0.00211846
row-9,6.90525e-05,0.00835331,0.231109,0.00269668
row-10,0.000653336,0.000551693,0.218843,0.00145211
row-11,0.404069,5.64134e-06,0.309191,0.150229
row-12,5.81642e-05,0.000437714,0.101073,0.0020427
row-13,0.000827932,0.00173035,0.148254,0.00157488
row-14,0.000102065,0.0420166,0.0543086,0.0128286
row-15,2.97503e-06,7.70735e-05,0.19327,8.02471e-05
row-16,8.64357e-05,0.0541542,0.0661982,0.0175921
row-17,0.000205962,0.13653,0.156542,0.100919
row-18,0.000126619,0.311017,0.106901,0.0226599
row-19,0.000180511,0.0573535,0.20396,0.0116905
row-20,1.12832e-05,0.00014331,0.18773,0.000151551
row-21,2.81963e-05,0.000371975,0.0643656,0.00117197
row-22,0.290303,2.05788e-05,0.296137,0.154875
row-23,7.64685e-05,0.00468549,0.0654999,0.000708143
row-24,0.00016061,0.0831521,0.217239,0.00502488
row-25,0.000204641,0.0557969,0.061935,0.0104031
row-26,0.000791908,0.23519,0.243007,0.00339204
row-27,0.000117503,0.0678481,0.0267455,0.0131499
row-28,2.36348e-05,0.000166549,0.15898,0.000572408
row-29,0.000172657,0.0313937,0.0123859,0.0122739
row-30,8.82034e-05,0.0202957,0.0453853,0.00471667
row-31,0.581141,0.000287254,0.339945,0.133288
row-32,0.000183634,0.322377,0.322486,0.0221034
row-33,0.000255016,0.0756964,0.111036,0.00872219
row-34,0.000310326,0.325035,0.188472,0.0265652
row-35,9.36749e-05,0.000150088,0.0638792,0.000894085
row-36,0.000187478,0.00976114,0.0207047,0.00433576
row-37,0.000789626,0.0579125,0.114401,0.0056949
row-38,0.000173502,0.0350943,0.0565707,0.0110164
row-39,0.000293483,0.00097776,0.0207014,0.00400286
row-40,0.359577,0.226728,0.333247,0.0808796
row-41,0.000337384,0.011761,0.0178013,0.000854911
row-42,9.52074e-05,0.0181724,0.144973,0.0055023
row-43,0.000143319,0.000103581,0.0845875,0.000878009
row-44,0.000317537,0.0376366,0.122111,0.0121647
row-45,4.57462e-05,0.191041,0.157823,0.0087822
row-46,0.000228182,0.0353882,0.225519,0.0126852
row-47,9.26238e-05,0.101189,0.179887,0.00684518
row-48,4.2601e-05,4.00662e-05,0.257377,0.00200307
row-49,0.000378586,0.129207,0.371018,0.00855806
row-50,0.00121483,0.287897,0.169406,0.0179748
row-51,0.000226206,0.066058,0.129243,0.00745057
row-52,6.86101e-05,0.0852873,0.12588,0.005213
row-53,0.634562,0.000362386,0.241657,0.202877
row-54,5.23298e-09,0.000107098,0.0875724,0.00044662
row-55,3.27416e-05,2.79451e-06,0.129565,3.02192e-05
row-56,0.000908524,4.00863e-06,0.177224,0.000642767
row-57,4.2676e-05,0.0407111,0.101738,0.00728461
row-58,0.000289805,0.00109072,0.0700487,0.000581806
row-59,3.48936e-05,0.000119942,0.231324,0.000438203
row-60,0.000343325,0.268463,0.0515982,0.0229978
row-61,0.000274349,0.103713,0.197895,0.00488364
row-62,2.57591e-05,0.000885221,0.0995114,0.000621261
row-63,0.000894085,0.0072679,0.00627177,0.00395633
row-64,1.00864e-06,0.00044732,0.0869802,0.00115261
row-65,0.341514,0.000408463,0.15327,0.165796
row-66,0.00044301,0.0323679,0.149734,0.00445101
row-67,0.0517672,0.000102847,0.158753,0.1896
row-68,5.62265e-05,0.000121491,0.187655,0.000480029
row-69,0.000191049,0.0724307,0.1385,0.0104098
row-70,0.000604802,0.163144,0.229695,0.0209714
row-71,0.000281482,0.0353464,0.0869356,0.00361316
row-72,0.187249,0.362846,0.539102,0.0531778
row-73,0.000433392,0.00685074,0.031895,0.00580725
row-74,4.22538e-06,0.0443928,0.108455,0.00864985
row-75,0.000566957,0.00411908,0.100901,0.00467747
row-76,1.22323e-05,0.00111265,0.253941,0.000746103
row-77,2.23782e-05,9.59851e-06,0.0366539,2.7514e-05
row-78,0.000123753,0.000152387,0.185038,0.00125044
row-79,3.38255e-05,0.0639584,0.0310781,0.0100158
row-80,0.000366524,0.00255043,0.0624887,0.00105608
row-81,0.00043781,0.189325,0.00423302,0.0227237
row-82,1.11968e-05,0.107871,0.0664216,0.0114085
row-83,1.00836e-05,3.16605e-05,0.221781,4.17767e-05
row-84,5.31278e-05,2.29217e-05,0.0409973,6.48626e-05
row-85,0.000436643,0.0170749,0.0165997,0.00650278
row-86,0.187269,7.18608e-06,0.0991556,0.174869
row-87,0.000184012,8.28051e-05,0.0281087,0.00122713
row-88,7.96763e-06,0.118705,0.0280735,0.00503917
row-89,0.000508771,0.0450059,0.163504,0.0104251
row-90,0.154293,0.00010633,0.0225331,0.178514
row-91,0.00101697,0.000701094,0.224479,0.000574602
row-92,0.000465236,0.00237822,0.0742593,0.00135331
row-93,0.000216816,0.00947991,0.0310765,0.00412497
row-94,0.00902712,0.324399,0.217028,0.0202112
row-95,0.99961,0.999883,0.708931,0.17561
row-96,7.94863e-05,2.84271e-05,0.263399,0.00078971
row-97,0.000254826,0.00669853,0.0258477,0.0050321
row-98,0.000290911,0.048371,0.0405937,0.00282431
row-99,0.000142717,4.16477e-05,0.21795,0.00168354
row-100,6.53224e-05,0.0300797,0.060119,0.00490244
row-101,0.000452894,0.00559941,0.0187365,0.00163285
row-102,0.000260822,0.00140026,0.0721016,0.00145072
row-103,4.48886e-05,0.294118,0.317492,0.0533982
row-104,2.60543e-05,0.033194,0.0990934,0.00909676
row-105,0.000349178,0.170719,0.0627681,0.0109239
row-106,9.20415e-05,1.35326e-05,0.00119242,0.00101764
row-107,0.000559092,0.0793483,0.286676,0.0212307
row-108,6.9357e-05,0.0481159,0.130464,0.00628538
row-109,0.000240014,0.0137066,0.287376,0.00101463
row-110,1.80882e-05,0.0605376,0.0684324,0.019787
row-111,4.61954e-05,0.0951267,0.0355128,0.0090323
row-112,1.07128e-05,0.00593874,0.153958,0.00586924
row-113,5.68568e-05,0.140725,0.0858678,0.0141782
row-114,3.08846e-05,0.0690539,0.224169,0.0126551
row-115,8.45701e-05,0.0136367,0.103684,0.0103688
row-116,0.000280715,0.00305298,0.0662155,0.00268101
row-117,0.000298378,0.00484553,0.0467539,0.00274064
row-118,0.00022556,0.00603786,0.212975,0.00354767
row-119,0.19196,0.372676,0.515047,0.0564515
row-120,0.00144558,0.000975709,0.204162,0.00294794
row-121,4.24442e-05,9.75797e-06,0.129624,4.46877e-05
row-122,0.000224848,0.00315198,0.135364,0.00328103
row-123,5.75531e-05,0.00677695,0.112557,0.00100549
row-124,0.380231,0.000454795,0.229627,0.135612
row-125,0.000136302,0.00364741,0.0503836,0.00283316
row-126,0.541565,0.0798908,0.334659,0.16623
row-127,2.92131e-05,0.00778346,0.34216,0.00298955
row-128,0.000280421,0.0149957,0.0393815,0.00382883
row-129,0.000105296,3.81951e-06,0.327292,0.00136038
row-130,0.000267014,0.0282584,0.030504,0.00561692
row-131,0.00110503,0.0764529,0.1713,0.0135116
row-132,0.000248408,0.00897014,0.0440504,0.00146235
row-133,0.119028,0.000416119,0.246827,0.173761
row-134,0.000131619,0.0174149,0.0541797,0.00374203
row-135,0.080244,0.252034,0.25835,0.0256743
row-136,0.000158258,0.00724803,0.125613,0.00100308
row-137,5.58051e-06,0.00702348,0.090942,0.00272391
row-138,1.53138e-06,0.182018,0.306792,0.00767484
row-139,0.00048723,0.04667,0.0960855,0.00716343
row-140,0.000361273,0.122704,0.0953186,0.00663473
row-141,0.000239397,0.00159667,0.166215,0.00276692
row-142,0.000162862,0.0155204,0.288286,0.00245614
row-143,8.26196e-05,0.000188862,0.0690239,0.000694909
row-144,0.000296983,0.116989,0.226253,0.00333908
row-145,0.000204702,0.0357588,0.0404669,0.00582629
row-146,5.26923e-05,0.00035926,0.0666932,0.000445452
row-147,3.91969e-05,0.104541,0.0979769,0.0290412
row-148,4.03577e-06,0.000132782,0.0675875,0.00172382
row-149,0.000295174,0.018771,0.151766,0.00490138
row-150,0.141717,0.00014855,0.00312547,0.169999
row-151,0.000199094,0.000283054,0.122465,0.000957008
row-152,8.17104e-05,0.0524634,0.0609367,0.00708767
row-153,0.0201903,0.000140295,0.0348738,0.19481
row-154,0.00040825,0.00161989,0.0624444,0.00124279
row-155,0.0360626,0.221621,0.131102,0.0268144
row-156,0.000517435,0.000775131,0.121439,0.00133107
row-157,1.17673e-05,0.0334452,0.0343751,0.0119612
row-158,0.00705499,0.275218,0.183227,0.0122422
row-159,0.237458,0.000426632,0.230692,0.168986
row-160,0.000131522,2.57553e-05,0.107573,0.00179808
row-161,4.34343e-06,2.5548e-05,0.105087,0.000277123
row-162,3.7055e-05,0.0827158,0.0372309,0.00538747
row-163,1.31628e-05,0.0967558,0.212622,0.00867605
row-164,1.32619e-06,0.00410969,0.114583,0.00204289
row-165,0.00041162,0.00257094,0.00602105,0.00399523
row-166,0.00098884,0.182956,0.132613,0.0265782
row-167,0.000251477,0.0292123,0.177452,0.0118005
